id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit,latitude,longitude
537,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,PM10,101,281,202,NA,28.710508,77.249485
538,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,NO2,9,59,33,NA,28.710508,77.249485
539,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,NH3,8,10,9,NA,28.710508,77.249485
540,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,SO2,4,12,7,NA,28.710508,77.249485
541,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,CO,30,102,57,NA,28.710508,77.249485
542,India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",23-11-2022 13:00,OZONE,3,44,16,NA,28.710508,77.249485
543,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,PM2.5,77,307,218,NA,28.531346,77.190156
544,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,PM10,101,185,140,NA,28.531346,77.190156
545,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,NO2,21,88,53,NA,28.531346,77.190156
546,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,NH3,4,5,5,NA,28.531346,77.190156
547,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,SO2,4,18,9,NA,28.531346,77.190156
548,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,CO,44,114,92,NA,28.531346,77.190156
549,India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",23-11-2022 13:00,OZONE,1,134,34,NA,28.531346,77.190156
550,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,PM2.5,70,334,248,NA,28.672342,77.31526
551,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,PM10,133,306,207,NA,28.672342,77.31526
552,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,NO2,21,75,48,NA,28.672342,77.31526
553,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,NH3,6,10,8,NA,28.672342,77.31526
554,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,SO2,2,10,5,NA,28.672342,77.31526
555,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,CO,66,116,90,NA,28.672342,77.31526
556,India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",23-11-2022 13:00,OZONE,1,46,13,NA,28.672342,77.31526
557,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,PM2.5,80,342,248,NA,28.699793,77.165453
558,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,PM10,137,369,216,NA,28.699793,77.165453
559,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,NO2,25,78,49,NA,28.699793,77.165453
560,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,NH3,7,10,9,NA,28.699793,77.165453
561,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,SO2,5,11,8,NA,28.699793,77.165453
562,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,CO,102,136,106,NA,28.699793,77.165453
563,India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",23-11-2022 13:00,OZONE,4,51,20,NA,28.699793,77.165453
